instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho0.6_strongly-corr_seed2.pcf,rac,0,3109890,556
random_n1000_rho0.6_strongly-corr_seed2.pcf,hfma,1,656688,556
random_n1000_rho0.6_strongly-corr_seed2.pcf,rac,1,2181073,556
random_n1000_rho0.6_strongly-corr_seed2.pcf,hfma,2,646456,556
random_n1000_rho0.6_strongly-corr_seed2.pcf,rac,2,2137875,556
random_n1000_rho0.6_uncorr-neg_seed0.pcf,hfma,0,1130213,711
random_n1000_rho0.6_uncorr-neg_seed0.pcf,rac,0,2495852,711
random_n1000_rho0.6_uncorr-neg_seed0.pcf,hfma,1,705062,711
random_n1000_rho0.6_uncorr-neg_seed0.pcf,rac,1,2504759,711
random_n1000_rho0.6_uncorr-neg_seed0.pcf,hfma,2,938479,711
random_n1000_rho0.6_uncorr-neg_seed0.pcf,rac,2,3674546,711
random_n1000_rho0.6_uncorr-neg_seed1.pcf,hfma,0,1594710,699
random_n1000_rho0.6_uncorr-neg_seed1.pcf,rac,0,3733862,699
random_n1000_rho0.6_uncorr-neg_seed1.pcf,hfma,1,951502,699
random_n1000_rho0.6_uncorr-neg_seed1.pcf,rac,1,2367228,699
random_n1000_rho0.6_uncorr-neg_seed1.pcf,hfma,2,774602,699
random_n1000_rho0.6_uncorr-neg_seed1.pcf,rac,2,2261844,699
random_n1000_rho0.6_uncorr-neg_seed2.pcf,hfma,0,1044203,712
random_n1000_rho0.6_uncorr-neg_seed2.pcf,rac,0,3449440,712
random_n1000_rho0.6_uncorr-neg_seed2.pcf,hfma,1,732165,712
random_n1000_rho0.6_uncorr-neg_seed2.pcf,rac,1,2654330,712
random_n1000_rho0.6_uncorr-neg_seed2.pcf,hfma,2,938815,712
random_n1000_rho0.6_uncorr-neg_seed2.pcf,rac,2,3483655,712
random_n1000_rho0.6_uncorr_seed0.pcf,hfma,0,1061781,711
random_n1000_rho0.6_uncorr_seed0.pcf,rac,0,3197408,711
random_n1000_rho0.6_uncorr_seed0.pcf,hfma,1,774919,711
random_n1000_rho0.6_uncorr_seed0.pcf,rac,1,2242582,711
random_n1000_rho0.6_uncorr_seed0.pcf,hfma,2,653604,711
random_n1000_rho0.6_uncorr_seed0.pcf,rac,2,2253915,711
random_n1000_rho0.6_uncorr_seed1.pcf,hfma,0,1428360,707
random_n1000_rho0.6_uncorr_seed1.pcf,rac,0,3720932,707
random_n1000_rho0.6_uncorr_seed1.pcf,hfma,1,1063244,707
random_n1000_rho0.6_uncorr_seed1.pcf,rac,1,3247148,707
random_n1000_rho0.6_uncorr_seed1.pcf,hfma,2,1729826,707
random_n1000_rho0.6_uncorr_seed1.pcf,rac,2,5032865,707
random_n1000_rho0.6_uncorr_seed2.pcf,hfma,0,1655844,702
random_n1000_rho0.6_uncorr_seed2.pcf,rac,0,6201278,702
random_n1000_rho0.6_uncorr_seed2.pcf,hfma,1,1660869,702
random_n1000_rho0.6_uncorr_seed2.pcf,rac,1,4258746,702
random_n1000_rho0.6_uncorr_seed2.pcf,hfma,2,952417,702
random_n1000_rho0.6_uncorr_seed2.pcf,rac,2,2421748,702
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,hfma,0,1367636,698
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,rac,0,3043983,698
random_n1000_rho0.6_weakly-corr-neg_seed0.pcf,hfma,1,815570,698
